,caption,date,likes,comments,shortcode
93,¿Qué más le explicarían de Nu a este Alien?,2023-08-18 21:22:49,502,19,CwGdLggrxRw
94,"No dejes que te dé un bajón financiero, mejor entra al link de la bio para que @sandropank te explique entre risas cómo usar los MSI y mantengas tus gastos en balance. ¿Cuál fue tu última compra a MSI? Te leemos 👀",2023-08-17 00:10:08,215,17,CwBmvVmJWkx
95,¿Quieres volverte una experta o experto usando los MSI al estilo Nu? Entra al link de la bio para que @sandropank te cuente con humor cómo aprovecharlos al máximo y te des ese gustito. Deja un 💜 si ya eres fan de los MSI.,2023-08-14 23:59:11,322,21,Cv8btsjJUNB
96,"¿Quién dijo que las finanzas son aburridas? Los planes de pago flexibles Nu se unen a @sandropank para sacarte unas risas, mientras aprovechas más tu moradita en el link de la bio. Etiqueta a tu amix que no puede perderse este show. 💜💜💜",2023-08-11 18:11:20,443,46,Cv0Ewn8J2b8
97,"Nuestra Co Fundadora, Cristina Junqueira estuvo en México para inaugurar nuestras nuevas oficinas 💜. Acá les dejamos algunas fotos del evento.",2023-08-09 01:01:11,1358,38,CvtGOI9NctC
98,"Imagínate que exista una opción que te permita crear múltiples tarjetas: a una le puedes poner de nombre “Suscripciones”, a otra “Pagos fijos”, y a otra “Gustitos”.

¡¡Pues ya existe!! Y se llama Tarjetas Virtuales.

De esta forma podrás tener más control sobre tu dinero y disfrutar de una experiencia aún más segura. Da clic en la bio y descubre todo sobre las Tarjetas Virtuales.",2023-08-03 01:28:06,1009,77,Cvdsh9Rv1_S
99,"Post de apreciación de la nueva morada Nu.
Pon un 💜si te gustaría visitarlas. 
Gracias a Fer Cepeda, quien tomó esta gran foto.",2023-08-02 23:45:08,2661,168,Cvdgv4Jrdul
100,"¡Qué emoción! Estamos por estrenar nuevas oficinas en México. Esto nos permitirá seguir creciendo para brindarte lo mejor: más productos, más opciones financieras y mejoras en los servicios que tanto te gustan. ¡Agárrate, que se vienen muchas sorpresas! 💜💜💜",2023-07-31 23:16:43,5555,253,CvYT5_SNUho
101,"Tú, la moradita, los MSI al estilo Nu, con miles de aliados, comprarte lo que más te gusta, no sé piénsalo. Etiqueta a tu persona favorita para ir a la playa. 💜🏖️",2023-07-26 23:34:54,401,25,CvLd_n9vGff
102,"Tus moraditas te respaldan y protegen tus datos personales con sus 5 candados de seguridad. Entra a Ayuda Nu y conócelos.

.
.
.
.

#Tarjetadecrédito #SeguridadEnLínea #BlogNu #ProtegeTusDatos #DineroSeguro #Tarjetadedébito",2023-07-25 22:57:38,411,22,CvI0697pQ33
103,"Su moradita ya está lista para la premiere 💅🏼 👛 🎟️
.
.
El que entendió, entendió y niii moderrrimo. Deja un 💜 en los comentarios si sabes de lo que hablamos.",2023-07-21 00:10:29,490,25,Cu8FQlHJk9Y
104,"¿Ya conocías estos tipos de estafa? Entra a Ayuda Nu en el link de la bio y aprende a identificarlos, evitarlos y reportarlos para hacerles frente. ¿Qué otros tipos de fraudes conoces? Te leemos.",2023-07-20 00:28:25,526,11,Cu5iksars9X
105,"Sólo un pro de la app Nu, se sabe estos hacks para personalizarla 🤩. Si ya te los sabías, hagamos una cadena, nosotros empezamos +1",2023-07-18 23:20:09,1042,59,Cu218awpMSb
106,"¡Alerta Morada! Que llegó Ayuda Nu, un nuevo espacio creado para NuLovers como tú, donde encontrarás: Atención personalizada, ayuda de primera emergencia y tips para evitar las estafas del momento. Para conocer más entra al link de la bio. Deja un 💜 si la seguridad de tu moradita te respalda.",2023-07-13 00:19:09,321,41,Cunf7ZcM_j4
107,No dejes que a tus gastos les falte quincena. Desde la app Nu puedes usar el Plan de Pagos Fijos y diferir tus saldo en cómodas mensualidades. Así te das ese gustito y pagas a tu ritmo. Deja un 💜 si ya has usado este plan al estilo Nu.,2023-07-06 00:02:28,367,52,CuVcc0yMqIu
108,"Hacemos que lluevan perlas y despertamos tu dinero con la Nueva Cuenta Nu. Si tú ya despertaste, comparte este video para que tus amix despierten también!",2023-07-04 23:01:14,572,34,CuSwobUOAXz
109,Cuenten su peor o mejor anécdota financiera en un viaje en pareja. Los leo 👀 👇🏼,2023-06-30 20:19:45,781,56,CuILAwPtnbK
110,No más malviajes con cobros sorpresa. En un clic puedes bloquear tu tarjeta de crédito o eliminar tu tarjeta virtual para generar una nueva. Comenta un X2 si tu ya usas este #NuHack,2023-06-29 00:41:15,493,29,CuDfUtdroYp
111,"Sabemos que te gusta comprar de todo en línea, por eso, ¡Linio se unió a nuestros aliados de MSI al estilo Nu! Para conocer todo sobre nuestra nueva alianza entra al link en nuestra bio. Cuéntanos, ¿qué te vas a comprar?",2023-06-26 23:00:04,351,14,Ct-KLbOtJ9V
112,¡NuLovers! Queremos leerlos 🤓,2023-06-23 00:04:17,328,99,Ctz-WPXtMxd
113,¡¡Rawwwwr!! ¡Despertaste con Cuenta Nu! Ahora te toca invitar a tus seres queridos para que despierten su dinero también.,2023-06-16 01:35:18,585,30,CtiHMz3N4oT
114,"A nadie le preocupa el sobreendeudamiento hasta que tiene el agua en el cuello 🥵. En este nuevo #XpeerOnline, nuestra querida Jime te da consejos para evitarlo a toda costa y/o salir de esa montaña de deudas más pronto de lo que crees.",2023-06-14 00:43:52,718,38,Ctc3qXPPokg
115,¿Cómo se llamó la obra? 😝 Comenta en dónde has usado el pago sin contacto con tu Cuenta Nu. #contactless #ApplePay #BilleteraGoogle,2023-06-09 00:05:33,986,100,CtP7XXItXRK
116,"¡Apenas un mes del lanzamiento de Cuenta Nu y ya son 1 millón de mexicanos los que despertaron su dinero! Gracias por confiar en Nu. Así se vivió el evento de lanzamiento.
.
.
.
.
.
.
.
.
.
GAT nominal 9.42% y GAT real 4.44%. Calculados el 10 de Abril de 2023. Antes de impuestos. La GAT real es el rendimiento que obtendrás después de descontar la inflación estimada. Monto mínimo de ahorro 0.01$. Vigencia al 10 de Octubre de 2023. Tasa de rendimiento 9% anual fija. Producto garantizado por el Fondo de Protección hasta por 25,000 UDIs. El rendimiento diario únicamente se genera sobre el saldo apartado en la ""cajita"". Consulta requisitos de contratación en www.nu.com.mx/cuenta",2023-06-07 22:31:52,2235,118,CtNL0RypTs-
117,"Felices de celebrar un metal de bronce en los Premios iAB 2023 por la campaña, ""Pregúntale a alguien con Nu"". Compartimos este reconocimiento con ustedes que tienen Nu, con su apoyo creamos lo que hizo fuerte a esta campaña. ¡Vamos por más!",2023-06-02 19:33:47,900,54,Cs__flsJ61x
118,"¿Ya tienes Cuenta Nu? Las cajitas de ahorro hacen crecer tu dinero, mientras tú disfrutas de la vida y tus amix. Comenta 💜 si la llevas contigo a todos lados.",2023-06-02 18:17:24,785,65,Cs_2wLUrXwu
119,"Olvídate de las pesadillas financieras, despierta tu dinero con Cuenta Nu. Descubre cómo visitando el link en nuestra bio.",2023-05-31 23:50:52,719,40,Cs7TTNDpGLX
120,"Si te cuesta trabajo despertar, te dejamos un gran tip para que lo hagas y despiertes tu dinero. Entra a la bio y descubre cómo.",2023-05-24 23:44:31,401,39,CspQ4_Dpd-w
121,Ring! Ring!! riiiiiing!!! Esta es la señal que esperabas para despertar tu dinero con Cuenta Nu.,2023-05-24 17:00:05,746,56,Csoiv_itSWX
122,"Para celebrar 10 años de la creación de Nu, nuestro fundador, David Vélez, y nuestra Cofundadora, Cristina Junqueira, escribieron una carta especial para nuestros clientes. Pueden leerlas en #BlogNu",2023-05-23 23:38:12,1549,108,CsmrhDRNFRm
123,"Despertar tu dinero con Cuenta Nu es súper fácil, entra al link en la bio y checa la publicación que hicimos explicando todos los pasos en el #BlogNu",2023-05-16 00:00:04,1610,144,CsSHqKItmoM
124,¡Despierta! Aquí te damos un tip para que abras los ojos y despiertes tu dinero. Conoce todo sobre la nueva Cuenta Nu en nu.com.mx/cuenta,2023-05-12 23:15:10,552,46,CsKUFXcJGDa
125,"""Mandar flores"" también puede ser compartirle este post, junto con un mensaje cursi de agradecimiento. Lo que importa es el detalle 💜",2023-05-10 21:56:24,735,8,CsFBh-pL6ig
126,"El jueves pasado lanzamos Cuenta Nu, la cuenta de ahorros que despierta tu dinero. Aquí te dejamos una probadita de todo lo que vivimos esa noche.",2023-05-08 21:27:51,1885,91,Cr_0rM9LOV1
127,"Elegimos un día épico, para lanzar un gran producto. Que la fuerza y Cuenta Nu te acompañe. #maythe4thbewithyou #maythe4th",2023-05-05 01:26:33,1378,71,Cr18xI9Bv8C
128,Saca tu dinero dormido bajo el colchón y ¡despiértalo con la nueva Cuenta Nu! Entra a nu.com.mx/cuenta y conoce todo sobre nuestra nueva cuenta de ahorros.,2023-05-04 21:10:38,1251,79,Cr1ffk9o0CA
129,Shhhh… tu dinero está durmiendo. ¡Ve preparándote para despertarlo!,2023-05-03 23:28:44,1065,73,CrzKevrtW8A
130,"En Nu creamos productos  que se adaptan a ti y que puedes elegir desde la comodidad de tu app Nu, y así alcanzar tus metas. ¿Cuál es tu favorito?",2023-04-28 00:11:02,872,28,CrjymwJNFrx
131,"Para que no te pase esto, en este #BlogNu te explicamos cómo usar los planes al estilo Nu de tu moradita, para que pagues a tu ritmo y evites los cargos por atraso. Encuéntralo en el link de la bio.",2023-04-27 00:40:34,402,15,CrhRLM5JFY9
132,Comparte si es 💯 cierto.,2023-04-21 20:51:25,1624,68,CrT-_Z2L5qM
133,"¡Estamos felices! Nu México quedó en el puesto número 5 del listado de Mejores Empresas para trabajar en el país hecho por @linkedin Para celebrar, invitamos a algunos Nubankers a platicar de su experiencia en Nu 💜. Puedes leer la nota completa en #BlogNu. Link en bio. #LinkedInMejoresEmpresas",2023-04-20 21:14:44,1817,105,CrRc3amraSL
134,"Estamos muy orgullosos de compartirles que por segundo año consecutivo, World’s Best Banks de @forbes nos posicionó como la institución financiera número #1 dentro del ranking de los mejores bancos del mundo. Entérate de todos los detalles en el link de la bio.",2023-04-18 01:03:57,2982,141,CrKItn6LrDH
135,"Un post de apreciación de la moradita 🤩 A ti, ¿qué es lo que más te gusta de tu tarjeta de crédito Nu?",2023-04-07 23:00:04,865,140,CqwKlaHPK6X
136,Aún estás a tiempo para armar una escapada de semana santa. Manda esta publicación a esa persona especial para que te haga segunda 😎,2023-04-03 23:22:02,465,28,Cql562ctfYx
137,"Celebramos 4 años siendo fanáticos de nuestros más de 3.2 millones de NuLovers, diseñando productos simples e intuitivos con el fin de eliminar la complejidad financiera. ¡Feliz Nuversario! 💜💜 💜",2023-03-31 22:33:50,2347,166,CqeGBOVpCBT
138,"Para entrarle al festejo de nuestro 4° Nuversario 🎂, solo necesitas tu moradita, sacar los pasos prohibidos 🕺💃🏻 y mucho confeti 🎉.
¿Quién dijo yo?",2023-03-30 22:09:11,1803,144,CqbeXbQPbhY
139,"Las imágenes hechas con Inteligencia Artificial son sorprendentes, pero con un toque humano son más Nu. Vean estas fotos que @abraham.esli hizo para nuestros #Enamorad💜s",2023-03-28 01:17:21,614,33,CqUFjYJLZXS
140,"¿Te quedas en blanco si te hablan del SAT, impuestos, Constancia de Situación Fiscal y CFDI? Respira, no pasa nada. En este #BlogNu te decimos qué son, para qué sirven y qué relación tienen con tu bolsillo. Para saber más entra al link de la bio.",2023-03-24 00:45:27,789,72,CqJus55P1-G
141,"Confirmen si tanta jacaranda en CDMX les recuerda a Nu 💜 
Gracias @gordoavenda por estas increíbles fotos",2023-03-22 02:45:26,1660,57,CqEy3PXtjzo
142,"Pagos a tiempo, corazón contento. Recuerda que mantener tu estado de cuenta al corriente es sinónimo de higiene financiera. Así, tus finanzas siempre estarán en orden y evitarás los cargos por atraso. Para saber más entra al #BlogNu en el link de la bio.",2023-03-16 23:57:46,496,54,Cp3nsygNk7E
143,"Crea tu propio día financiero, dedícale tiempo a organizar tus gastos y conviértelo en un hábito. Para saber más entra al #BlogNu en el link de la bio. ¿Qué día financiero elegiste? Te leemos en los comentarios 👀",2023-03-16 00:44:38,795,37,Cp1IRN6JyNC
144,"Para que tu vida gamer no te de “amsiedad”, en FinanzasOP @sharouspixie @kameoyo y @blue_mx1  te dan los mejores consejos para boostear tus finanzas. ¿Listos Nu gamers?",2023-03-14 01:10:11,351,23,CpwBk3lP2V4
145,"Ponte fit sin perder el glam con @deportesmarti, nuestro nuevo aliado en los MSI al estilo Nu. Con un CAT meses sin intereses 0.0% informativo calculado al 19 de diciembre de 2022. Consulta los términos y condiciones en el link de la bio.",2023-02-28 00:40:50,326,5,CpL7HcHLPFJ
146,Por fin es viernes y el cuerpo lo sabe. ¿Qué planes tienes con tu moradita este fin de semana? Comparte esta imagen con tu amix para que se vaya armando el pulpo. 🐙,2023-02-10 20:56:55,582,27,Cofv-fBJ_H8
147,"¡Ponte al tiro con tus finanzas! Te traemos esta guía de supervivencia al estilo Nu 💜, para que conozcas los planes de financiamiento a la medida, aproveches al máximo tu moradita y evites los cargos por atraso. Para saber más entra al #BlogNu en el link de la bio.",2023-02-09 00:07:04,758,32,Coa8JY2NcNR
148,"Hoy en el #DíaDelInternetSeguro, reafirmamos nuestra misión con los y las Nulovers, fortaleciendo la seguridad de nuestros productos para blindar su bolsillo y darles la mejor experiencia financiera. Conoce más en la sección de Seguridad y Tecnología del #BlogNu en el link de nuestra bio.",2023-02-08 00:41:39,553,14,CoYbTzyri6w
149,"¡Se armó la tamaliza al estilo Nu! 🫔 te preparamos un delicioso posteo, para saber qué tipo de tamal eres de acuerdo al plan financiero Nu que más usas. Compártenos en los comentarios cuál te tocó y con qué sabor de atole lo acompañarías.",2023-02-03 01:02:26,702,34,CoLltr3p44w
150,"Si eres de los que dicen ""Ahora sí, la semana siguiente empiezo a ahorrar"" quédate, porque te preparamos 4 hacks financieros para que consigas gastar menos. Para conocer más entra al #BlogNu en el link de la bio.",2023-02-01 00:17:03,1164,23,CoGW7mcskix
151,"Detrás de esta puerta vas a encontrar eso que anhelas para 2023. Si quieres que se cumpla, guarda y comparte este post 💜.",2023-01-27 20:13:02,1554,36,Cn7n0xwMCus
152,"Con Nu la cuesta de enero no existe, son los papás. Si tienes un amigo o amiga que siempre se arrepiente de sus compras, compártele esta publicación.",2023-01-24 23:21:15,1602,34,Cn0O-wdpWD4
153,"Después del #BlueMonday, urge que sea fin de semana para salir a pasear con la moradita 🫠. Comparte esta imagen con tu amix para que vayan planeando su finde.",2023-01-19 00:00:03,1064,33,Cnk2psPJNhN
154,"Cuentas claras, amistades largas. Ahora puedes consultar tu estado de cuenta de forma fácil y segura desde la app de Nu. 💜📱 #TarjetadeCrédito #Nu #cuenta #app #finanzas",2023-01-17 22:48:29,1318,34,CniJmuUoEkD
155,"Nulovers, levanten la mano: ¿quién de aquí empieza el 2023 con ganas de inspiración? 👆🏼En nuestro podcast #Inconformes hay mucha. Link en la bio para escucharlo.",2023-01-11 00:29:11,1205,30,CnQToFdrsdF
156,"Te contamos en un #MinutoNu acerca de las Compras Diferidas, una alternativa de financiamiento que podrás activar desde la app de Nu para que pagues tus compras a tu ritmo.",2023-01-05 23:04:59,427,16,CnDR7zFoE82
157,"Nuevo año, nuevas finanzas. Desliza el carrusel para saber qué te depara en 2023.",2022-12-27 18:53:22,569,22,CmrqENWMuDf
158,"Alineamos la data de la moradita, los astros de los gastos y el universo de compras de nuestras clientas y clientes Nu, con los signos zodiacales para decirte qué le depara a tus finanzas en 2023. Ve a reels a buscar el tuyo 👀✨. #Nuróscopos",2022-12-23 21:00:08,770,24,CmhlZOAtzAw
159,"¿Lo necesitas o lo deseas? Hacer retiros de efectivo con tu moradita es posible, pero antes de usar esta herramienta es importante que sigas estos #NuTips para aprovechar mejor tu dinero, sin lastimar tu cartera. Para saber más entra al #BlogNu en el link de la bio.",2022-12-22 23:22:47,1376,64,CmfQ7Gdrak8
160,"Alineamos la data de la moradita, los astros de los gastos y el universo de compras de nuestras clientas y clientes Nu, con los signos zodiacales para decirte qué le depara a tus finanzas en 2023. Ve a reels a buscar el tuyo 👀✨. #Nuróscopos",2022-12-21 03:12:31,890,43,CmahhwVIGJF
161,"En esta época de reuniones, cenas y fiestas, resalta tu look con la tienda en línea de @SephoraMx, nuestro nuevo aliado en MSI al estilo Nu. Con un CAT meses sin intereses 0.0% informativo calculado al 19 de diciembre de 2022. Para conocer la vigencia y los términos y condiciones entra al link de la bio.",2022-12-19 22:57:37,434,19,CmXfqM1rEOR
162,"Comprando ando el regalo del intercambio ✨.
Y ustedes NuLovers, ¿qué van a regalar a su ""amigo secreto""? 
Foto por @abraham.esli",2022-12-16 22:02:32,1465,62,CmPq-HyLbID
163,"¡Seguimos mejorando tu experiencia morada haciéndola más segura y manejable!
Queremos compartirte que ya puedes desbloquear y cambiar el NIP de tu Tarjeta de Crédito desde la app de Nu, sin necesidad de cancelarla o esperar una reposición.¡Qué emoción! 💳💜🤯 Entérate de todos los detalles en este #Xpeeronline.",2022-12-15 22:28:34,522,24,CmNJC2jukWg
164,"En Nu, luchamos para devolverle a las personas el control de su dinero. Queremos compartirles que somos el 1er lugar 🥇 en el Estudio en Experiencia del Cliente de la empresa de auditoría y asesoría @KPMGtalento_mx. Gracias a estos resultados, sabemos que estamos cumpliendo nuestra misión, de darle a nuestros clientes un servicio humano. Para saber más entra a #BlogNu en el link de la bio.",2022-12-14 00:15:54,2140,99,CmIL2UWLBq_
165,Sólo los fans de Nu entenderán por qué amamos este gorrito. 💜 en los comentarios si sabes la respuesta.,2022-12-09 21:00:13,1119,93,Cl9iRlMJ1yb
166,"¿Les ha pasado que tienen 3 compromisos el mismo día? En este 3er episodio de #NuHistorias conoce a nuestra Nulover, quien aprovechó y difirió sus compras con su Moradita para no perderse ninguno. Entra a #BlogNu en el link de nuestra bio y conoce cómo puedes diferir tus compras.",2022-12-08 22:51:03,401,16,Cl7KIdNMSLZ
167,"Hacer buen uso de tu tarjeta de crédito es el primer paso para que mejores con tus finanzas y puedas contar con una herramienta que le echará la mano a que tu economía personal madure, te lo explicamos aquí muy sencillo. Para más detalles entra a BlogNu en el link en nuestra bio.",2022-12-01 23:17:25,436,15,ClpLlorNzKb
168,"Así vivió #NuestraSeleccion el ser parte del equipo durante la filmación de la nueva campaña de Nu. Este equipo ya eliminó a la burocracia en tiempo reglamentario. Y tú, ¿ya conoces lo que la tarjeta de crédito Nu te ofrece?",2022-11-25 18:00:05,597,21,ClZKh-6pXF9
169,"Conoce nuestro jersey oficial, inspirado en todas nuestras clientas y clientes que se ponen la camiseta morada. ¿Qué número le pondrías a tu jersey? Te leemos en los comentarios, mientras te unes a #NuestraSelección en el link de la bio.",2022-11-24 22:00:06,2780,463,ClXBM_Khh9M
170,La Nueva Cuenta Nu está a la vuelta de la esquina. Sé de las primeras personas en probarla registrándote en el link de la bio.,2022-11-23 17:50:50,1243,126,ClT_1pgpVAZ
171,"En #NuestraSelección juega más de un Ochoa, si tienes un amigo o familiar con ese apellido, etiquétalo para que se una al mejor equipo.",2022-11-19 18:14:15,265,9,ClJvXn9LQFH
172,"¿Olvidaste el NIP de tu Moradita? Mantén la calma y respira. Ahora podrás realizar tu cambio de NIP, desde la app de Nu, sin necesidad de cancelarla, ni esperar una reposición.",2022-11-18 01:13:56,347,0,ClFVw-ZJhFD
173,"Llegó la Billetera de Google™, en la que puedes agregar tu Nu y pagar simplemente usando tu dispositivo Android y Wear OS. Renueva por fin tu cartera y aprovecha su practicidad y alta seguridad.",2022-11-15 21:41:44,1032,62,Ck_z3AdvRfb
174,¿Una portería con fuego para recomendarte la tarjeta de crédito Nu? Mejor solo recomendaciones reales de nuestros clientes y clientas. Únete a #NuestraSeleccion en el link de la bio.,2022-11-14 23:01:26,454,20,Ck9YRhWrR_z
175,"Un podcast pensado en nuestras clientas y clientes que emprenden, crean contenido o buscan generar un impacto social. 

En colaboración con @DiegoBarrazas creamos #Inconformes, un viaje de 10 episodios que busca inspirarlos a seguir sus sueños. 💜

Pueden escuchar los primeros episodios en #Spotify ""Inconformes"" o verlos en nuestro canal de Youtube.",2022-11-10 19:47:40,401,38,Ckyu2VsLaXp
176,"¿Quién no quiere vivir en la playa? En este 2ndo episodio conoce a nuestro Nulover, quien aprovechó a nuestros aliados con los MSI al estilo Nu, para cumplir su sueño. ¿Tienes una historia con Nu? Te leemos 💜💳. Para conocer más acerca de nuestros aliados y los MSI al estilo Nu, entra al link de nuestra bio.",2022-11-07 22:51:46,572,57,CkrVkskLEWW
177,"👀 aquí #ComunidadNu: Los días 15, 22 y 29 de noviembre a las 18:00 tendremos un curso online sobre finanzas personales gratis. Si quieres llevar tus finanzas a otro nivel, ingresa a ComunidadNu y regístrate al curso. 
Da clic en el link de la bio para más información.",2022-11-04 22:28:46,829,27,CkjkleKLc4Q
178,"Nuestros clientes y clientas Ochoa, Herrera, Lozano y Jímenez, saben que la tarjeta de crédito Nu es la mejor jugada para ganarle por goleada a las comisiones abusivas. ¿Qué jugadas te ha ayudado a hacer tu moradita? Compártelas en los comentarios y así como ellos, únete a #NuestraSeleccion en el link de la bio.",2022-11-04 18:15:51,1421,71,CkjHpEhL3Zt
179,"El primer paso para tener una vida financiera saludable, es conocer y detectar todos esos gastos hormiga que no siempre tenemos tan presentes. En este video, te explicamos lo fácil que es organizar, personalizar y controlar tus compras diarias desde la app de Nu.💜💳 Para más detalles entra a BlogNu en el link en nuestra bio.",2022-11-02 00:20:15,576,19,CkcC3ITpJSw
180,Recuerda usar tu moradita este fin de semana para que tengas siempre el control de tus gastos a la mano.,2022-10-21 18:59:40,999,45,Cj_JhuCufGk
181,"Si te escribieron de la nada para pedirte tus datos personales en nombre de Nu, no caigas: están tratando de hacerte un fraude. Mejor escríbenos desde el chat de la app o llámanos para que podamos apoyarte. En Nu jamás pedimos información vía mensaje de texto o whats. #SOSNu",2022-10-20 23:00:04,465,20,Cj9APkYLXzw
182,"Menciona en los comentarios a esa persona con la que pasarías una tarde perfecta con tu té favorito.
Recuerda que tu Tarjeta de Crédito Nu es aceptada en millones de establecimientos, gracias a la red de #Mastercard.
💜 para @abraham.esli por la foto",2022-10-18 22:44:01,982,56,Cj300RlOwg5
183,"¿Cuánto tiempo pasas en tu celular scrolleando?
Ajá, ¡muchísimo!
Una autoexploración solo te toma 15 minutos y puede salvarte la vida.

Para Nu las personas siempre son nuestra prioridad, por eso, en el mes de la Sensibilización del Cáncer de Mama, queremos invitarte a una charla online gratuita, este miércoles 19 de octubre a las 10:00 am, acerca de los factores de riesgo relacionados a este tipo de cáncer, además de las formas de prevenirlo y la manera correcta de realizar una autoexploración.

Da clic en bio para conocer todos los detalles.

#Nu #DíaMundialDelCáncerDeMama #MenosMemesMásMamas",2022-10-11 21:41:08,701,30,CjlsDiwuv4J
184,"En este 1er episodio de #NuHistorias, te presentamos la historia de una NuLover, quien nos contó cómo el Plan de Pagos Fijos de su moradita, fue su aliado cuando llegó la cigüeña. Conoce más en el #blogNu.",2022-10-06 23:04:14,755,62,CjY9jPWDejX
185,Si tu primer apellido es igual al de los seleccionados ¡Te estamos buscando! Participa y podrás ganar increíbles premios. Consulta los términos y condiciones en el link de nuestra bio.,2022-10-03 23:46:14,1011,131,CjRUA4WOJbZ
186,"En Nu queremos que salgas a las calles a pasear, no a hacer trámites y filas. 💜 
Foto de @abraham.esli en algún lugar de la CDMX.",2022-09-28 22:36:33,497,16,CjEUEKVLOHC
187,"No hay que ser Einstein para realizar una compra inteligente, con nuestro nuevo Simulador de Compras Diferidas podrás simular una compra, antes de hacerla, para ver si te conviene o no. 

Da clic en el link en bio y conoce más de el #BlogNu",2022-09-19 19:58:00,559,24,Cis2vYJjK49
188,"¿Quieres dar el grito sin arruinar tu bolsillo? En el #blognu te preparamos un especial del 15 de septiembre que le hará bien a tus finanzas.
Da clic en el link de la bio para leerlo completo.",2022-09-15 18:44:56,361,5,CiibORrpolj
189,"Si quieres saber cómo nació la idea de crear Nu, por qué tenemos un servicio 24/7 y qué nos hace diferentes entra a #BlogNu dando clic en la bio, donde tenemos una radiografía de todo lo que somos.",2022-09-13 22:02:52,670,44,CidoSOJpSzk
190,"Nuloveeers, ¿quién quiere ser parte de nuestra campaña #PregúntaleAAlguienConNu? 👀👇🏼 Las mejores frases se harán realidad. 
Consulta Términos y Condiciones, aquí https://soynu.mx/tyccasting",2022-09-13 00:38:57,726,194,CibVWnPOMQt
191,Qué dirías si te preguntaran: ¿Hasta dónde llegarías por recomendar Nu? Piénsalo bien. Podrías ser parte de nuestra campaña #PregúntaleAAlguienConNu. Muy pronto más noticias.,2022-09-09 21:53:00,629,137,CiTT86QjDZl
192,"¿Qué tan bien conoces tu estado de cuenta? 👀
¡No te preocupes! En este video te lo explicamos de una forma muy sencilla, para que tomes el control de tu dinero y disfrutes de una vida financiera saludable. Entra al #BlogNu en el link de nuestra bio y conoce más.",2022-09-08 23:56:33,466,12,CiQ9S_hNzhe
193,"Si no tienes un buen control financiero, tu límite de crédito puede convertirse en un arma de doble filo para tu cartera. Entra a #BlogNu en el link de nuestra bio y conoce cómo puedes ajustar tu línea de crédito desde la app de Nu para administrar tus gastos y pagar a tu ritmo.",2022-09-07 22:51:32,834,22,CiORFanM0nk
194,"Salir a pasear y encontrar el color morado de Nu en las calles es lo más. 
Mención especial para @abraham.esli por esta fotaza de #MiVidaConNu",2022-09-05 23:01:29,828,26,CiJIoldL4Wg
195,Hablar de finanzas puede ser divertido. Para probarlo el equipo de @hablemosddinero se une a #ComunidadNu ¿Qué esperas? Suscríbete y ten a la mano los mejores tips financieros.,2022-08-31 22:00:36,393,48,Ch8JqqSudzy
196,"En este #XpeerOnline, Jahir te cuenta todo lo que debes saber acerca de la autorización de dispositivo para mantener tu información protegida y segura a la hora de cambiar tu cuenta Nu a un celular nuevo. 
💜 si no sabías esto, 💬 si amas tu moradita.",2022-08-30 23:05:02,662,32,Ch5sOaQNRS5
197,"Recuerda que tu moradita es #Mastercard. Lo que significa que la aceptan en miles de establecimientos en México y el mundo. 

Agradecimiento para a @abraham.esli por esta foto pensada para los Nulovers que son #foodies. 
#MiVidaConNu",2022-08-24 22:54:56,1558,89,ChqOWLZrPe5
198,"Ups, Moradito lo hizo otra vez. 💜si amaste la nueva mascota Nu, aunque destrozó todo el set de filmación.",2022-08-22 22:53:14,2554,121,ChlEj3vtMPW
199,"¿Sabías que tienes una tarjeta virtual en la app Nu? En este video de #XpeerOnline Jahir, Xpeer en Nu, te explica cómo utilizarla y por qué es la forma más segura de comprar en línea.",2022-08-18 22:00:52,794,28,CharVDHrgma
200,"En Nu hacemos todo lo posible para que tu cuenta y tus datos siempre estén seguros. En este #XpeerOnline, Naomi te da algunas recomendaciones sobre cómo detectar y qué hacer en caso de tener un cargo no reconocido.",2022-08-16 21:48:45,961,46,ChVgXcnMvVn
201,"¿Eres Nulover? ¡¿Entonces qué esperas para ser parte?! En #ComunidadNu tienes acceso anticipado a noticias de Nu, puedes compartir experiencias con otros NuLovers, tener acceso a educación financiera y muchas sorpresas más. En el link de nuestra bio, encontrarás la imagen para registrarte.",2022-08-04 17:01:13,1221,64,Cg2F7xFN_83
202,¿Sabes en qué consiste el sobreendeudamiento? En Nu te ayudamos a evitarlo para que mejores tu salud financiera 💜💳 Empieza con ver este video y conoce los detalles en el #BlogNu en el link en nuestra bio.,2022-08-02 21:46:08,800,25,Cgxc9YPMDHr
203,¡Ya falta nada para que puedan ser parte de #ComunidadNu! Este espacio especial está pensado para todos los fans de Nu. Levante la mano quién quiere ser parte 🤚🏽,2022-07-28 23:00:20,1037,246,CgktgFgLLJV
204,"La moradita  sobre terciopelo porque la ocasión lo amerita. 💜✨ Aquí un primer vistazo de nuestra nueva campaña de publicidad. Y tú, ¿de qué crees que trate?",2022-07-19 19:27:18,2286,341,CgNJ909ruoO
205,Los Nulovers nos aman y la inteligencia artificial lo sabe. Vean nada más qué lindas imágenes se crearon de sus comentarios. Etiqueta a un amig@ que aún no tenga Nu y hagamos que la comunidad morada siga creciendo 💜,2022-07-15 22:49:49,776,51,CgDN9rZrecF
