,caption,date,likes,comments,shortcode
306,"Estamos cambiando la historia junto a ti, Nu Holdings Ltd.  es parte de la bolsa de valores de Nueva York. México, Brasil y Colombia son parte de un futuro morado, más humano y transparente y nada de esto hubiera sido posible sin ti 💜
 #SoyNu #nuday",2021-12-09 23:00:33,1614,0,CXR55fTtk8C
307,Queremos agradecerte porque por ti ¡Nu Holdings Ltd. está en la bolsa de valores de Nueva York! Lo mejor de todo es que aún estamos en el primer día de este viaje y te damos las gracias por ser parte de él 💜 #NuDay,2021-12-09 19:11:15,4891,206,CXRfqCQMDjK
308,"Hoy Nueva York amaneció morado. ¿Quieres acompañarnos al debut de Nu Holdings Ltd. en la bolsa de valores de Nueva York? Únete mañana jueves, a nuestro live en el link de nuestra bio a partir de las 8:00 a.m. Te estaremos esperando 💜 #NuDay",2021-12-08 14:59:43,4189,99,CXOeE8hPHgd
309,"Ustedes querían un cambio y nosotros respondimos al llamado: ya somos más de 48 millones de personas en la familia morada, luchando juntos por retomar el control de nuestra vida financiera y desafiar el statu quo. 
El #NuDay está cada vez más cerca, y sólo tenemos palabras de agradecimiento a todos los que han sido parte de esta historia, desde Brasil, Colombia y México 💜",2021-12-07 21:36:04,3066,208,CXMmo8Eto2e
310,Cerramos la semana con broche de oro y te compartimos nuestros nuevos aliados para que realices tus compras a Meses sin Intereses al estilo Nu.,2021-12-03 16:42:18,1162,128,CXBx0_QhUef
311,"El NIP de tu tarjeta de crédito Nu, es de suma importancia para protejer tus operaciones, tanto de forma física como virtual, ya que será requerido para completar la gran mayoría de tus compras. 
Visita nuestro link en la bio para saber más acerca de todo lo que te has preguntado, y tampoco lo habías hecho, acerca de tu nip. 
#blogNu #soyNu",2021-12-02 21:05:17,239,3,CW_rJGPJ55G
312,"Anímate a saltar 🪂 y a usar tu dinero en lo que amas 💜, solicita tu tarjeta Nu en 3 min.
¡Libérate!",2021-12-02 00:17:38,856,22,CW9cXHFJL4j
313,"Nos gusta consentirte, por eso elegimos aliados que te consientan también. Entra al #BlogNu dando clic en nuestra bio, y descubre todos los beneficios de tu tarjeta Nu al ser Mastercard.",2021-11-30 21:33:47,3106,258,CW6k0LIsED5
314,"Que sube, que baja... Parece canción de los 90’s pero hablamos del precio de las acciones en la bolsa de valores, el cual fluctúa todo el tiempo, dando paso a la ley de la oferta y la demanda. ¿Pero sabes qué es lo que causa este altibajo y quién decide cuánto deberían costar las acciones? En el #BlogNu lo digerimos todo y te lo explicamos.",2021-11-29 21:00:35,201,4,CW38MljJCAG
315,"Ya tengo mi Nu, y ahora ¿dónde puedo comprar con ella? 🛍️
Recuerda que tu tarjeta de crédito Nu está respaldada por Mastercard, y no solo eso, también es una tarjeta categoría Gold, lo cual te dará más beneficios; conocélos visitando el link en nuestra bio. 
#soyNu",2021-11-26 20:55:13,1019,53,CWwNOMyNZKV
316,"¿Ya viste que puedes pagar tus recorridos en metro y metrobús en la CDMX con tu tarjeta de crédito Nu? 🚇 Gracias a la tecnología contactless, podrás pagar con tu tarjeta física así como con tu iPhone 📱 y Apple Watch ⌚
Da clic en el enlace en la bio para conocer todos los detalles de cómo funciona y saber en qué líneas y estaciones puedes hacerlo. 
#BlogNu",2021-11-24 22:00:08,1648,107,CWrLD2XtiFC
317,"🎖Para cerrar con broche de oro, nuestro  #CodeStar 🧑‍🎤 Alex Aldazabal nos explica cómo es la estructura de ingeniería que sostiene a Nu y todos los retos que hemos enfrentado con los microservicios. 
Da clic en nuestra bio para leer más y descubre las vacantes que tenemos para que formes parte de #ThePurpleCode 
 
#BlogNu #ElFuturoEsMorado",2021-11-23 21:00:40,373,32,CWofdeoMGrd
318,Para invertir en la bolsa de valores no se necesita tener mucho dinero 💰 ni tener experiencia en finanzas 📈 Si quieres saber cómo hacerlo entra al #BlogNu en donde digerimos toda la información y preparamos una guía fácil y completa.,2021-11-22 23:00:48,235,9,CWmIY5fNwzs
319,"Sabemos que te gusta compartir 🤝, así que manda tu link de invitación a las personas que más quieras para que sus probabilidades de obtener su tarjeta Nu aumenten 🤩💜",2021-11-19 21:00:52,992,48,CWeMTbqlh7G
320,"Los piratas están de vuelta 🏴‍☠️ pero esta vez no vienen en barcos sino que están en la web, y el tesoro que buscan son tus cuentas de banco o plataformas de compras💰En nuestro #BlogNu te explicamos cómo detectarlos y prevenir un robo. Da clic en el link en nuestra bio.",2021-11-18 23:41:38,523,0,CWb56BpNnjS
321,"¡Vamos a la mitad de la temporada de descuentos! ⚠️ Y queremos que hagas una pausa, respires y eches ojo a nuestro #BlogNu para que los descuentos y gastos no te hagan perder la cabeza. Da clic en el link en nuestra bio. 
#soyNu",2021-11-17 22:28:52,583,4,CWZMyQEFJJm
322,"En nuestro #BlogNu digerimos toda la información para explicarte de una forma sencilla qué son las acciones y cómo funcionan. Y sí, es tan fácil como comer tu pastel favorito 🤤 🍰🎂 Conoce más dando clic en el link de nuestra bio.",2021-11-16 20:50:21,210,4,CWWcrvNtuo4
323,"¿Qué le decimos a quien trata de hacer mal uso de tu tarjeta? ¡No con mi moradita! 🙅‍♀️🔒💜🙅‍♂️
El #BlogNu nos explica qué es el fraude de transacciones y cómo prevenirlo, da clic en nuestra bio y disfruta de la temporada de descuentos de manera segura.",2021-11-12 22:22:19,701,36,CWMUD1VLKFY
324,"El control total de tus finanzas en la palma de tu mano, específicamente en una app 📱 esto principalmente gracias a nuestros ingenieros e ingenieras 👩‍💻👨‍💻
Nuestro #CodeStar, Irvin Canche, nos comparte en el #BlogNu la forma en que trabaja y crece el equipo de ingeniería de Nu.

Da clic en nuestra bio y únete al crecimiento de la revolución morada. ¡Los estamos buscando!",2021-11-11 22:15:44,298,14,CWJugtvLJc4
325,"¡Ofertas en tiendas virtuales a la vista! 🛍 💻 🛒 Muchos de los descuentos que hay en este mes son de comercios en línea, da clic en nuestra bio y descubre cómo tu tarjeta virtual Nu es el método de pago más seguro y fácil de utilizar para este tipo de compras.

#BlogNu",2021-11-10 22:22:59,754,39,CWHKi_irGE1
326,¿Ya está lista tu wishlist para esta temporada de descuentos? ¿Tienes un plan de compras o te dejarás llevar por tus impulsos? Échale un ojo a estos 5 tips infalibles del #BlogNu  para tomar en cuenta esta temporada de descuentos. Haz clic en el link de la bio para leerlos.,2021-11-09 23:24:14,725,34,CWEswvGt80W
327,No es necesario ser el lobo de Wall Street para entender la bolsa de valores 🐺 Lo primero que hay que saber es qué es una OPI y un Follow on y cómo funcionan. Entra al #BlogNu en donde digerimos toda la información para explicártela de una forma muy fácil 🤩,2021-11-08 23:17:45,379,8,CWCHMxKNZHm
328,"Todos amamos las ofertas 😃 por eso es que estamos emocionados por la llegada del #BuenFin2021, que ya está a la vuelta de la esquina 🎉🎈🎊
Los invitamos a dar clic en el link de nuestra bio para descubrir la practicidad, flexibilidad y seguridad que ofrece Nu para sacar el máximo provecho de esta temporada de descuentos.",2021-11-05 23:23:42,1062,54,CV6ZhWDN_29
329,"Abran paso a nuestras estrellas ⭐️#CodeStars ⭐️ que nos enlistan las razones por las que deberías unirte a #ThePurpleCode, el equipo de ingeniería que está directamente involucrado en cambiar el futuro de millones de personas. Descubre cómo trabajar en Nu va más allá de un mero rol laboral. 
Da clic en nuestra bio para conocer la historia completa y las vacantes que tenemos.  
 
#BlogNu #ElFuturoEsMorado",2021-11-04 20:54:29,369,12,CV3jpfzPLiW
330,"¡Ya llegó la flaca y anda buscando a la burocracia! ☠️🕯
#SoyNu",2021-11-03 00:00:23,970,31,CVyvVZXLCNi
331,"Arranca oficialmente la temporada de descuentos, y es muy común que las ofertas falsas, los fraudes y las compras por impulso empiecen a aparecer por todos lados; te compartimos 6 tips para aprovechar al máximo estas fechas. 
Cualquier parecido con una serie, es pura coincidencia 😉 💜",2021-11-01 23:00:26,626,30,CVwDrWqNjdZ
332,"¡Ve despidiéndote de tu cartera! 👋

Ahora puedes agregar tu moradita a Apple Pay, una forma de pago, fácil, rápida y segura con la que podrás hacer compras contactless usando solo tu iPhone o Apple Watch 📱⌚️

Da click en el link de nuestra bio para conocer más, sabemos que te va a encantar y que no vas a extrañar a tu cartera.

#SoyNu #ElFuturoEsMorado 💜",2021-10-26 16:00:29,2052,251,CVf22ZOrgMu
333,"Al obtener su Nu, Samantha encontró transparencia y apoyo en nuestra atención al cliente para poder sacar el máximo provecho a su tarjeta, y así financiar sus estudios 🤓
Da clic en nuestra bio y descubre por qué admiramos tanto a esta madre de familia que decidió cambiar su futuro.",2021-10-26 00:26:59,162,6,CVeL4nxlGNg
334,"Las historias de la comunidad morada son nuestro motor para continuar en nuestra lucha contra la complejidad. Da clic en link de nuestra bio y descubre la historia de Ana Vero. Ella cambió su futuro retomando el control de sus finanzas con su Nu, para así emprender un negocio de repostería 🍰 que tiene enamorado a todo Guadalajara.

#BlogNu #CambiaTuFuturo",2021-10-21 22:54:12,185,0,CVTuM7SlvHb
335,"México está lleno de soñadores que luchan todos los días para darle vida a sus propias revoluciones, hoy los celebramos con la Taza Nu, una pieza artesanal co-creada con @arta_ceramica y un grupo de artesanos mexicanos. 
Conoce la historia completa de la Taza Nu en link de nuestra bio.
#CambiaTuFuturo",2021-10-20 22:43:46,668,63,CVRIKVElwBT
336,Siempre necesitamos de alguien para alcanzar nuestras metas. Tú puedes ser quien ayude a otra persona a cambiar su futuro. Ve al link de nuestra bio y descubre lo sencillo que es referir a quien quieras desde tu app para que así tengan más posibilidades de unirse a Nu 💜,2021-10-20 16:00:10,536,23,CVQaCyDriul
337,"Desde el día 1 hemos luchado por liberar a las personas de la burocracia y devolverles su libertad financiera. Hoy celebramos 760,000 clientes en México al cierre del 3er trimestre del año.
¡Gracias a todos los que han formado parte de Nu desde el día uno, ayudándonos a construir en cada momento un mejor producto! Este apenas es el comienzo.",2021-10-18 19:47:52,2086,210,CVLqgtcLiAP
338,"“Gracias a Nu, hoy miro con otros ojos a la tecnología, hoy entiendo que cuando está bien manejada nos puede regalar simplicidad”
El maestro Jaime, quien forma parte de la comunidad morada, relata cómo la tecnología y Nu le han ayudado a tomar el control de sus finanzas durante su jubilación. Da clic en el link de nuestra bio para conocer su historia.",2021-10-12 22:00:57,373,16,CU8c-RCrN1e
339,"Eliminar la complejidad y burocracia de los servicios financieros no es tarea sencilla, sin embargo estamos seguros que con tu ayuda lo lograremos. 
Cambiemos juntos nuestro futuro 🤜 💜 🤛",2021-10-08 20:02:19,429,32,CUx8N0WLs_k
340,"Solicita tu 💳 de crédito Nu desde tu📱en menos de 3 minutos, te daremos una respuesta inmediata vía correo electrónico. Fácil, transparente y sin burocracia 💜
Todos los detalles y requisitos para hacer tu solicitud los encontrarás en el #BlogNu dando clic en el link de nuestra bio.",2021-10-06 21:10:25,1347,113,CUs6a4qL8WB
341,"La historia de Nu inició como la tuya; con un sueño, una meta, una visión. Por eso, nos gusta apoyar a la gente rebelde, la que lucha contra el status quo y que derriba barreras  para poder cambiar su futuro.",2021-10-05 20:06:43,447,23,CUqOVfULk5C
342,"Josué es un atleta olímpico que representa a México al máximo nivel competitivo, además al mismo tiempo estudia la carrera de derecho con la mira puesta en poder ayudar a impulsar el deporte en el país.
Ve al link de nuestra bio y encuentra la historia de alguien que nos inspira a seguir mejorando día con día. 

#cambiatufuturo",2021-10-01 22:40:35,643,26,CUgMw1_L60t
343,"No vemos números en la gente, vemos historias de personas que están cambiando su futuro. Empieza a cambiar el tuyo y retoma el control de tus finanzas en menos de 3 minutos. Da clic en el link de nuestra bio y haz tu solicitud.

#cambiatufuturo",2021-09-29 22:07:25,511,35,CUa_TDmFthR
344,"Daniel, de nuestro equipo en México, es un apasionado por los viajes, y nos cuenta cómo viajar cambia su futuro; y sobre todo, nos da tips para ahorrar algo de dinero y tener más para recorrer el mundo. ¿Tú qué estás haciendo hoy para cambiar tu futuro?

#cambiatufuturo",2021-09-09 23:00:46,321,33,CTnllcRrlF0
345,"""Tener nuevas ideas y sueños es algo que va ocurriendo naturalmente conforme la vida transcurre, pero la planeación y la estrategia que se conjunte con cada uno de ellos es lo que en verdad determinará si ese sueño se lleva a cabo o no.""
 
Más allá de cuánto cambien tus metas, una planeación financiera te ayudará a verlas hecha realidad. 

Da click en nuestra bio y descubre más en el #BlogNu.

#cambiatufuturo",2021-09-06 23:14:19,336,19,CTf4wH8ruCj
346,"¡Somos imparables! 💪 Por ti seguimos creciendo los Meses Sin Intereses. Walmart, Bodega Aurrera y Sam’s Club ahora son parte de los MSI al estilo Nu. Desde hoy podrás comprar en más de sus 2500 tiendas y sitios en línea.

Trabajamos todos los días para darte opciones que se adapten a tus necesidades. 

#SoyNu #ElFuturoEsMorado",2021-09-03 19:47:19,748,113,CTXyoopFOrm
347,"Le preguntamos al equipo de Xpeers que día a día interactúa con la comunidad morada ¿qué es lo que están haciendo para cambiar su futuro? Esto fue lo que respondieron.

Nos encantaría saber de la misma manera ¿qué hacen ustedes para cambiar el suyo? Los leemos.

#cambiatufuturo",2021-09-01 22:39:05,372,37,CTS8vsNL3sM
348,"Estamos tan obsesionados con el futuro, que desde que nacimos hace 8 años en Brasil, todos los días nos preguntamos ¿cómo vamos a cambiar el nuestro y el de millones de personas?, hoy, lo estamos haciendo. 
#cambiatufuturo",2021-08-30 21:02:57,1572,93,CTNoHgNFevY
349,"¿Cuánto gastas en pasajes, boletos o gasolina? Spoiler Alert: Más de lo recomendado. El transporte es uno de los mayores gastos que tenemos, ve al link de nuestra bio y descubre cómo un pequeño cambio en este ámbito, siginficará un gran cambio en tu futuro. 
 
El #DiaMundialSinAuto está a la vuelta de la esquina,  #cambiatufuturo.",2021-08-27 21:00:01,410,18,CTF5bserN1t
350,"¿Más de lo mismo? No en NUestra presencia. El futuro lo vemos lleno de mexican@s con acceso a servicios financieros sin burocracia y complejidad. Tú eres la parte principal de este cambio de paradigmas, y estamos seguro que buscas esto mismo en distintos aspectos de tu vida, por eso es que queremos saber... 

#cambiatufuturo #soynu",2021-08-26 21:14:35,420,48,CTDWTjnLbTK
351,"¿Quieres cambiar tu futuro pero no sabes cómo empezar?
Te compartimos 5 puntos para empezar a hacerlo desde ya, da click en nuestro link en la bio para conocer cómo.

#soynu #cambiatufuturo",2021-08-24 21:14:50,905,63,CS-MvmbLI09
352,"Invitamos a nuestro equipo en México a celebrar el  #diadelafotografia, compartiéndonos algunas de las fotos que han tomado a lo largo de su vida. Te invitamos a dar swipe a la derecha y disfrutar de la selección que hicimos para ti 📸💜
#soynu",2021-08-19 19:00:52,1018,21,CSxFcBrtR9A
353,"En Nu apoyamos a todas las personas que comienzan sus pequeñas revoluciones para cambiar las cosas que no les gustan, por eso, queremos saber:",2021-08-18 13:03:53,231,26,CSt3x82lT-G
354,"Eliminar la complejidad significa dar claridad y transparencia. Sabemos que el cómo funciona una tarjeta de crédito y sus métodos de financiamiento, no son algo que enseñen en la escuela, así es que no se preocupen, el Profe Nu 👨🏻‍🏫 trae toda la información. Da click en el bio de nuestro perfil y descubre en el #BlogNu todo acerca de las Compras Diferidas.",2021-08-16 21:43:16,759,47,CSppozmrOX7
355,"Basta de las filas, de las trabas, de la burocracia, de las sucursales. Es hora de la transparencia, de la flexibilidad, de un trato humano, es tiempo de recuperar el control de tus finanzas.

#AsíEsNu #ElFuturoEsMorado",2021-08-12 19:06:24,1043,107,CSfEdnilrhR
356,"📢 ¡Ingenieras unidas! 📢

Nuestra #CodeStar Cristina Zapata nos cuenta cómo es trabajar dentro del equipo de ingeniería. “Otra de las ventajas de trabajar en Nu es la comunidad de mujeres ingenieras en México, Brasil y Colombia. En la comunidad de ingenieras tenemos juntas para compartir tips sobre nuestro career path, conocernos más a fondo y compartir historias; siempre en un espacio seguro.”

Da clic en el link de la bio para aplicar a las vacantes y únete al #ThePurpleCode.

#ThePurpleCode #CodeStar #BlogNu #ElFuturoEsMorado",2021-08-11 21:12:31,353,24,CScuJS3Lj-l
357,"Llevar un control de tus finanzas personales suele asociarse exclusivamente a gente con grandes sueldos. Ve al link de nuestra bio y descubre cómo poner orden a tus finanzas es cosa de todo tipo de bolsillos.

#ElFuturoEsMorado",2021-08-10 21:23:56,424,16,CSaKp8ErRpf
358,"¿Creían que dejaríamos pasar de largo el día mundial del gato? De ninguna manera 😁 aquí amamos a todo tipo de seres afelpaditos.

Les presentamos a uno de nuestros michis Nubanker, Marillo 🐱

#DiaInternacionalDelGato",2021-08-09 17:01:02,565,8,CSXHxoorsoj
359,"Viernes y Día Internacional de la Cerveza, difícil encontrar una mejor combinación. Tu Nu, al ser parte de la red de MasterCard, es aceptada en alrededor de 25 millones de establecimientos en más de 210 países. Disfruta del #DíaDeLaCerveza con tu moradita 🍺💜

#ElFuturoEsMorado",2021-08-06 19:16:58,1409,36,CSPo8mdr1Sn
360,"Disfruta la flexibilidad, transparencia y descuentos, disfruta de los únicos Meses Sin Intereses al Estilo Nu. A diario trabajamos en construir nuevas alianzas para hacer crecer la lista de comercios donde acepten pagos a MSI con Nu  🤜 💜 🤛

Da click en el link de nuestra bio, y descubre todo acerca del método de financiamiento favorito de la morada.

#ElFuturoEsMorado #MSI #MesesSinIntereses",2021-08-05 19:14:37,712,51,CSNDxidlJ_u
361,"En el #BlogNu te dejamos tips para que te conviertas en un #Codestar y que conozcas el proceso para ser parte de nuestro equipo de ingeniería: #ThePurpleCode 
Sé parte de la revolución morada que está reinventando los servicios financieros.
Da clic en el link de la bio para aplicar a las vacantes y convertirte en un #CodeStar. 

#engineer #ingenieros #joboffer #jobopportunity #mobileengineer #jobs",2021-08-04 21:29:42,329,26,CSKujBdL3OC
362,"Celebramos y reconocemos a l@s que buscan hacer un cambio a través de acciones disruptivas e innovadoras, queremos que sepan que nos inspiran 💜

Los invitamos al #BlogNu que se encuentra en nuestra página, en donde podrán conocer las inspiradoras historias de estas personas en la serie de entrevistas #EmpiezaHoy.

#ElFuturoEsMorado",2021-08-02 22:14:02,330,17,CSFqB9rLYeH
363,"Él es Frank, nuestro #CodeStar del equipo de ingeniería. En entrevista para el #BlogNu nos comparte la importancia del equipo para desafiar al sistema y liberar a las personas de la complejidad. Únete al Purple Code, da click en el link de la bio para conocer las vacantes.

#engineer #ingenieros #joboffer #jobopportunity #mobileengineer #jobs",2021-07-30 20:56:29,438,25,CR9yxWeLatY
364,"En nuestra serie de entrevistas #EmpiezaHoy, presentamos la historia de @diego.roel, joven mexicano de 19 años que fundó la empresa de tecnología @strap.tech, la cual busca darle autonomía a la gente con discapacidades visuales. 
Desafiar lo establecido en su máxima expresión, no te puedes perder la historia de Diego. Visita nuestro #BlogNu para conocer su historia.",2021-07-28 18:25:16,311,7,CR4X4B9LFfO
365,"¿Ya viste qué bonita quedó la nueva moradita?

#soynu",2021-07-27 23:42:10,2064,173,CR2XWJjLfuV
366,"¡Hoy es el día del perro! Y lo estamos celebrando presumiendo a nuestros Nubankers peluditos  💜🐕
Recuerda que un perrito necesita tiempo, amor y dinero.

#DiaMundialDelPerro",2021-07-21 19:54:53,1050,23,CRmgkRVrfN1
367,¡Queremos celebrar con ustedes el #EmojiDay familia morada! 💜 🎊 💃 los leemos 👀,2021-07-16 19:48:42,665,338,CRZn4mNLKr2
368,"Hoy celebramos el #DiaMundialDelRock 🤘un género que no solo revolucionó la música, sino que se rebeló contra el statu quo, así como nosotros 🔥

¡Saquen sus rolas favoritas, y a rockear! 🎸",2021-07-13 20:46:33,432,4,CRR_mY2FBKE
369,"Existe innovación en la lucha por la justicia. Tatiana y Camila fundaron @crucesxrosas, una organización que brinda educación preventiva y soporte a las mujeres víctimas de violencia de género. Visita el #BlogNu y descubre cómo el cambio requiere desafiar lo establecido.

#EmpiezaHoy",2021-07-06 19:47:08,358,20,CQ_3wcJrCP9
370,"Estos dos mexicanos le dan voz a la comunidad LGBTQIA+ en un proyecto único en nuestro país. Visita el #BlogNu y conoce la historia de Antonio y Oscar, directores del @cgcdmx, este colectivo que combina innovación e inclusión, con un sentido humano.

#EmpiezaHoy 💜 #Pride 🌈",2021-06-30 17:04:04,383,22,CQwIU1mLMCk
371,"Cada una de las letras de la sigla LGBTQIA+ tiene su propia bandera. Sus propias luchas. Y como en Nu la diversidad es uno de nuestros pilares más importantes, queremos concientizar sobre cada una de ellas, para alentar a las personas a ver más allá del arcoíris… 🌈#pride🌈 #PrideMexico2021",2021-06-26 14:12:28,564,54,CQlhdd1FCze
372,"Ser bisexual significa sentir atracción por más de un género, por eso, nuestra bandera tiene más que un color. Bere, es Nubanker y representa orgullosamente a la comunidad Bi 🌈 #pride🌈 #PrideMexico2021",2021-06-23 21:31:56,787,47,CQelamlhYFr
373,"En Nu, siempre decimos que es el día uno aunque demos pasos increíbles. ¡Y hoy damos otro de ellos! Estamos muy emocionados porque a partir de hoy 21 de junio, tenemos una nueva miembro en la junta directiva de Nu. Se trata de @anitta, la cantante que llevó el funk brasileño al estrellato internacional. Anitta trae su experiencia en construcción de marca y se une a nosotros. Emocionante, ¿no? 

Conoce más en nuestro blog.

#SoyNu #ElFuturoEsMorado",2021-06-21 14:57:40,2692,442,CQYutLwBTPj
374,"Alguna vez has pensado ¿qué hay después del arcoiris? César, nuestro Nubanker representante de la comunidad Queer, nos enseña que hay muchos más colores ❤️🧡💛💚💜🤎🖤🤍 #pride 🌈 #PrideMexico2021",2021-06-18 21:04:59,683,40,CQRqWyVhrtu
375,"¡Sí, ya tenemos más MSI! 💃

Gracias a nuestra nueva alianza podrás pagar a MSI en las miles de tiendas que cuentan con lectores Bluetooth @billpocket 

Seguimos ampliando los MSI al estilo NU para que tu experiencia sea cada vez mejor 🙌

#SoyNu #ElFuturoEsMorado",2021-06-17 15:15:12,1107,99,CQOdiBZhwd5
376,"Linda y Antonio han revolucionado las pasarelas de todo el mundo. @machinawt cambió la forma de hacer las cosas en la escena de la moda.
Visita el #BlogNu que te trae en exclusiva una historia de talento mexicano y de lucha contra el statu quo. 

#EmpiezaHoy",2021-06-16 22:30:12,283,9,CQMqhOCBCKn
377,"La historia de las mexicanas y los mexicanos, es la misma historia de Nu.
Todos los días desafiamos al sistema creando un camino donde la burocracia no existe. Un camino que lleva a un futuro más simple, transparente y morado.
Tu historia con Nu #EmpiezaHoy.",2021-06-10 20:45:33,670,44,CP9BxjVBgsH
378,"Saúl Mendoza, es una de esas extraordinarias historias que nos inspira a desafiar lo establecido.
Entra al #BlogNu desde nuestra página y descubre la inspiradora historia del legendario atleta paralímpico mexicano que dentro de los obstáculos, él vio oportunidades.",2021-06-07 21:18:27,294,2,CP1XJ0lhbM-
379,"""En Nu ser ingeniero es más que programar, nos involucramos en otras áreas para entender mejor a las personas que usan lo que construimos.""  Todos los dias Isra desafía al sistema para desarrollar la mejor experiencia financiera para las personas.
¿Te gustaría desarrollar software y desafiar al sistema igual que Isra? #EmpiezaHoy, entra en nuestra página en la sección de Carreras y revisa nuestras vacantes.",2021-06-02 19:00:49,433,37,CPoPbckhp_2
380,"El desarrollo de software es fundamental en una compañía tecnológica como Nu. Estar en el ranking de Best Place to Code de Software Guru reconoce la calidad de nuestro departamento de ingeniería, creando productos sin burocracia y complejidad.",2021-05-31 23:09:58,410,25,CPjiWcEhhyS
381,"¿Crees que es posible desafiar el statu quo? ¿Conoces a alguien que esté cambiando cómo se hacen las cosas? Es hora de conocer sus rostros y de celebrar las historias de los que jamás se conforman y siempre encuentran un camino.👇🏽 Nomínalos en los comentarios  💜🎖️💜

#EmpiezaHoy",2021-05-28 21:33:28,344,26,CPbo7IDhaSK
382,"Si algo nos gusta hacer, es escucharte.

Porque entre más te escuchamos, más te conocemos y confirmamos que eres igual a nosotros, compartimos el mismo espíritu de lucha.

Sabemos que ya te cansaste de que te den más de lo mismo, y que el viejo sistema imponga sus reglas.

Te cansaste de no ver claro y de lo inflexibles que son.

Te cansaste, de ser un número más.

Hace tiempo que nosotros nos cansamos, es por eso que desafiamos al sistema
desde el día 1.

#EmpiezaHoy",2021-05-24 16:32:43,436,57,CPQzTftBYA4
383,"¡Renovamos nuestra imagen! Un nuevo logo y más cambios reflejan nuestro camino hasta aquí y todo lo que está por venir. Nos seguimos reinventando para continuar desarrollando soluciones financieras que te ayuden a hacer más con tu dinero. Para más detalles entra al #BlogNu 👉🏻 www.blog.nu.com.mx 

#ElFuturoEsMorado #SoyNu",2021-05-17 15:36:27,1174,102,CO-rKjHBv5g
384,"Ésta es sólo una de las millones de cosas que podrías estar disfrutando en lugar de hacer fila en el banco.
Nu es para todas las personas que quieren una vida financiera sin burocracia ni complejidad 💜

#ElFuturoEsMorado #SoyNu",2021-05-12 19:25:42,638,40,COyNlUaBm9K
385,"Celebramos que tu niño interior hoy vive una vida financiera más dulce 🍬🍭 y sin burocracia. ¡Sigamos construyendo un futuro transparente y sin complejidad para los niños de cualquier edad!
👧💜👦

#SoyNu #ElFuturoEsMorado #FelizDiaDelNiño",2021-04-30 16:47:20,954,57,COTB66mB85D
386,"😮 Esa fue la cara que pusimos cuando vimos la lista de la revista @time con las 100 compañías con mayor impacto positivo en el mundo.
Este reconocimiento es un logro que compartimos contigo y con todas las personas que son parte de la familia Nu. Sin ustedes nada de esto sería posible
👏💜👏

🎉 ¡Gracias infinitas! 🎊",2021-04-28 19:32:29,1011,89,COOLOsihqZX
387,"¡Buenas noticias! Ya puedes diferir las compras que elijas de tu tarjeta de crédito Nu y pagar a tu ritmo.
Esta función se adapta a tus necesidades para que tengas la posibilidad de pagar tus compras de 2 a 12 meses con una tasa de interés fija. Lo mejor es que todo lo haces desde tu celular.

Llevamos mucho tiempo trabajando en soluciones para que puedas diferir tus compras sin complejidad ni burocracia. 

#ElFuturoEsMorado #ComprasDiferidas",2021-04-19 18:31:03,805,101,CN25C37hGvY
388,"¡Ya puedes pagar a MSI en las miles de tiendas físicas y en línea que cuentan con @srpagooficial! 

En nuestra lucha contra la complejidad, buscamos que tengas la mejor experiencia sumando nuevos aliados.

Controla tus MSI desde la app Nu, adelanta mensualidades y recibe un descuento por ello.

Seguimos trabajando para ofrecerte más opciones de MSI.",2021-04-12 18:08:45,659,72,CNk07edhi8X
389,"¡Celebramos un año de operaciones con un un compromiso hacia los mexicanos! Anunciamos una inversión de US$135MM, que nos permitirá consolidarnos como una institución financiera preferida por los mexicanos y continuar con nuestra misión de liberar de la burocracia y la complejidad a todo México 💜🚀￼🇲🇽💜

#ElFuturoEsMorado",2021-04-08 21:27:00,895,103,CNa4b6dBRwq
390,"¡Nadie invita a sus amigos para ir al Banco! Mejor invítalos para que sean parte de Nu para romper las filas de la burocracia. 
Queremos que todas las personas tengan el control de su dinero sin que tengan que hacer filas y esperar un turno.
La vida es eso que pasa afuera de una sucursal bancaria.

#SoyNu #ElFuturoEsMorado",2021-04-07 19:00:34,276,11,CNYBySvB5Fd
391,"Solo hay un futuro y es donde hay igualdad.
Por eso, en este #internationalwomensday en Nu hemos anunciado el objetivo de contratar a 3.300 mujeres para todas nuestras oficinas durante los próximos cinco años y tener el 50 % de los puestos de liderazgo ocupados por ellas, con el 2025 como meta. ¿Quieres saber cómo lograremos este objetivo? Visita el #BlogNu para enterarte de todos los detalles.
#8M #ElFuturoEsMorado",2021-03-08 17:43:35,1020,76,CMKqObKBU2R
392,"La familia morada sigue creciendo💜. Hoy en Nu somos miles y miles de personas que disfrutamos de una vida financiera sin complicaciones.

#ElFuturoEsMorado #SoyNu",2021-03-04 21:00:41,1069,76,CMAtmorhwF9
393,"En momentos así de maravillosos, imagina 🤔 ¿preferirías estar esperando en una sucursal de banco? 😐😱 
Por eso queremos recordarte que tu vida financiera no tiene que estar atada a una fila o un turno. 
Con Nu, tú tienes el control de tu dinero, a cualquier hora y desde cualquier lugar del mundo.

ElFuturoEsMorado #SoyNu",2021-02-25 17:04:34,666,39,CLuRBJZBvyT
