,caption,date,likes,comments,shortcode
292,"Un tour por campus Hey. ✨🫰🏼 ¿Cuántas veces aparece la palabra “Hey” en video? 👀 Déjalo en los comentarios. 💬

#HeyBanco #campus #oficina #banco #finanzas",2023-08-22 22:47:13,445,10,CwQ5nLGMhnb
293,"¡Hey! Hoy te queremos presentar al emprendedor Luis Repper, dueño de @cosmo_doggies; le pedimos sus mejores tips para emprender y esto fue lo que nos contó.👀

Cosmo Doggies tiene un concepto muy llamativo, son los mejores hot dogs de este lado de la vía láctea.🌭🌌

Y tú, ¿qué consejo le darías a alguien que quiere emprender? 💬",2023-08-22 00:01:58,131,7,CwOdMS3MdHa
294,"¡Descubre cómo creemos que el #TeamInfierno 🔥🤘🏼manejaría sus finanzas y cuéntanos en los comentarios con quién te identificas! 

#lacasadelosfamosos #mexico #teaminfierno #finanzas",2023-08-21 23:15:57,845,19,CwOYgx2PTml
295,"Esta es tu señal para darle ✨un día de relajación✨ a tu Tarjeta Hey. 😌

#HeyBanco #TDC #banco #tarjeta #TarjetaDeCredito #finanzas",2023-08-21 17:34:46,3063,60,CwNxCaUMDI1
296,"¡Conoce Salud Financiera! 🩺💰 Este apartado en App Hey está diseñado para visualizar cómo has manejado tus finanzas en los últimos 3 meses. 📅 Y tú, ¿ya conocías esta increíble herramienta? 👀

#HeyBanco #SaludFinanciera #FinanzasPersonales #banco #finanzas",2023-08-18 22:00:14,143,3,CwGhWZFMx3g
297,"¡Te presentamos nuestro nuevo lanzamiento! 👀👇🏼

Déjate envolver por la magia del arte digital junto al artista visual mexicano @Grand_Chamaco.
Lleva su asombroso diseño a donde vayas con nuestra tarjeta en colaboración con Grand Chamaco.

¡El arte digital cobra vida en tus manos,solicítala desde tu App Hey Banco! 🩵",2023-08-18 19:44:56,612,23,CwGR5f8Mtpm
298,"15 años de pasión y dedicación en Hey. ✨

Carmen González, Sub-Directora de Desarrollo de Productos, ha sido clave en la evolución de nuestra banca electrónica.

Desde la creación de la primera aplicación de Hey hasta el crecimiento de los servicios digitales, su trabajo ha dejado huella. 

¡Descubre su historia de innovación y éxito! 🚀",2023-08-18 17:51:47,94,6,CwGE3oEJJGE
299,"¡Es hora de cumplir tu sueño de tener tu propio auto! 

Aquí te dejamos unos consejos para lograrlo. 🚗💰",2023-08-17 23:19:52,276,5,CwEFx7sudTK
300,"Recibe 1 año de tu sueldo cambiando tu nómina a Hey Banco 💰✨

La segunda semana del mes en curso se anuncia al acreedor a través de Instagram y por correo electrónico.

¿Qué esperas para cambiar tu nómina a Hey? 👀

#banco #nomina #finanzaspersonales",2023-08-17 18:34:59,658,22,CwDlLf5B_FP
301,Gracias a todos por unirse a nuestra plática con Manuel Rivero Zambrano y José Antonio Pontón 👏🏻,2023-08-17 01:42:14,266,16,CwBxQD_s-JV
302,Hey + @Grand_Chamaco = 💥 ¡Estamos celebrando el lanzamiento de nuestro nuevo diseño de tarjeta en colaboración con Grand Chamaco! 🤪 Pide la tuya ya desde tu App Hey. 😎💳,2023-08-16 21:59:18,783,17,CwBXulus8YT
303,"¡Nuevo lanzamiento! 💳✨

Inspirados por el enfoque distintivo de @Grand_Chamaco, les presentamos nuestro nuevo diseño en colaboración con el artista visual mexicano. 

Su estilo versátil se convierte en una ventana hacia la creatividad, vitalidad y rica cultura en el arte digital de México. Solicita tu diseño edición limitada directo en tu App Hey Banco. 😎",2023-08-16 17:28:43,4728,134,CwA4zP8OOa7
304,"Extranjeros viviendo en México, ¡les tenemos una gran noticia! 🥳🗞️ Ahora puedes abrir tu cuenta bancaria con nosotros desde tu App Hey. 📲 Aspira a más con tu Cuenta Hey y disfruta de todos sus beneficios. 🏦

#HeyBanco #extranjeros #México #banco #finanzas",2023-08-16 00:10:00,671,31,Cv_BZ8ZLYyX
305,"Una combinación equilibrada de ahorro e inversión te ayudará a alcanzar tus metas financieras de manera más efectiva. 💰

Comparte esta publicación a tu amigo/a que aún no se anima a invertir.",2023-08-15 20:26:17,165,2,Cv-oU1NOqmS
306,Conoce las promociones y descuentos especiales que tenemos para ti este mes al utilizar Tu Tarjeta Hey. 🌟,2023-08-15 18:20:07,1001,8,Cv-Z4xzuecS
307,"Aprovecha para invitar a todos tus amigos a abrir su Cuenta, Tarjeta de Crédito o Inversión Hey. 🤑

Etiqueta a tu mejor amigo para que conozca Hey. 🤝🏼

¡No pierdas esta oportunidad de salir recompensados juntos!",2023-08-14 19:53:24,205,7,Cv7_xNJO8AD
308,"💳 Las tarjetas de crédito se pueden convertir en tu mejores aliados (si las sabes usar responsablemente). 🫡 ¡Tramita tu Tarjeta de Crédito Hey o la Tarjeta de Crédito Hey con Garantía y disfruta de todos sus beneficios!💥

#HeyBanco #TarjetaDeCredito #TDC #finanzas #banco",2023-08-14 19:15:50,905,8,Cv77L4ptkHt
309,"Hey never goes out of style 😎

#HeyBanco #TaylorSwift #1989",2023-08-11 22:21:03,4029,30,Cv0iR8rOBBy
310,"¡Clientes felices creciendo su dinero con Inversión Hey! 🤑

Y a ti, ¿cómo te ha ayudado invertir con nosotros? 💬

#HeyBanco #Inversión #Dinero #Invertir",2023-08-10 23:56:08,353,8,CvyIXfZuUU7
311,"¡Nada de quedarte sin saldo! 📞 Recarga tiempo aire desde tu App Hey. 📲 Selecciona tu compañía, número de teléfono, monto, ¡y listo! ✅

#HeyBanco #recargas #tiempoaire #celular #banco #finanzas",2023-08-10 21:23:20,270,15,Cvx2gF-LzNg
312,¡Olvídate de esas tablas de excel y empieza a usar la herramienta “Tu Salud Financiera” dentro de tu App Hey Banco! Conoce cómo funciona 💰📲,2023-08-10 01:15:29,219,3,CvvspvJummk
313,"¡Dale un buen uso a tu TDC! 🤑💳

Así alcanzarás un historial crediticio positivo. Aquí te platicamos cómo lograrlo. 👀

#banco #dinero #finanzaspersonales",2023-08-08 22:24:15,900,11,Cvs0QydOWVN
314,"¡Hey! Le pedimos a nuestros colaboradores que nos mandaran un video de sus gatitos para presumirlos, además en este Día Internacional del Gato te traemos 6 razones por las que tener un gato es lo mejor. 🐱✨

#gatos #animales #diainternacionaldelgato",2023-08-08 21:48:14,387,4,Cvsr5wEO8ax
315,"¡Personaliza tu financiamiento y consigue el auto de tus sueños al mejor precio! 

🤝 Contratación ágil y sin necesidad de ir a sucursal
⬇️ Baja tu tasa de interés al aumentar tu enganche
📆 Paga en un plazo de 12 a 120 meses con enganche desde el 10%

Solo necesitas tener un ingreso mínimo bruto de $10,000MXN y buen historial crediticio.

¡Solicítalo ahora mismo! Desde tu App Hey en la sección de Crédito de Auto Hey.",2023-08-07 23:44:01,120,10,CvqYmFOut42
316,"¡Muchas maneras de obtener Hey Coins por medio de las distintas transacciones en tu App! 🪙

#HeyBanco #HeyCoins #BoletoDorado #banco #finanzas",2023-08-07 21:51:55,350,34,CvqLhFuNJoO
317,"Definitivamente la merch más cool, la tenemos en Hey Banco. 😎 Acompáñanos al detrás de cámaras del photoshoot de nuestros productos de la Hey Shop. 📸👕 ¡Merch ya disponible en shop.hey.inc o en nuestras Fan Shops! ⚡️

#HeyBanco #merch #photoshoot #behindthescenes #ropa",2023-08-04 20:37:29,222,7,CviUZ6oObIi
318,"¡Siempre hay metas más grandes por alcanzar! 🚀 ✨

Cuéntanos, ¿cuál es tu mayor meta en la vida? Comparte y aspira a más con Hey.",2023-08-04 19:16:51,83,4,CviLouivx80
319,"Ahorrar tu dinero, pagar tus servicios o hasta aprovechar promociones en comercios, con Hey puedes realizar una infinidad de posibilidades desde tu App. 😎📲

#HeyBanco #banco #finanzas #pago #transacciones",2023-08-03 21:21:34,1597,17,Cvf0j-8r_Cg
320,"Mejora tu vida crediticia con estos consejos para tu Score Crediticio: 

🏅 Paga tus deudas puntualmente:
Es clave para demostrar tu responsabilidad financiera 

🏅Controla tus deudas en créditos:
Mantén un bajo nivel de deudas al equilibrar tus ingresos y gastos

🏅Solicita crédito responsablemente: 
Se selectivo y responsable, ya que impactan temporalmente tu score.

🏅Utiliza el crédito de forma estratégica:
Úsalo sabiamente para alcanzar tus metas 

🏅Mantén una variedad de tipos de créditos:
Una mezcla responsable demuestra tu habilidad en manejo de deudas",2023-08-03 20:21:21,620,16,CvfuOQUO2VM
321,"¡Atención extranjeros viviendo en México! 🇲🇽

Descubre la Cuenta Hey, especialmente diseñada para ti.

 #extranjero #mexico #finanzas",2023-08-03 19:55:45,393,32,CvfrSs_Onj5
322,¿Estas pensando en abrirle a tu hijo su Cuenta Hey Menores? 👧🏻💰Aquí te dejamos algunas de las señales que indican que es el momento perfecto para hacerlo. 🙌🏼,2023-08-02 23:31:33,559,7,CvdfMf0uZ2O
323,"¡Descubre México en su máxima expresión playera sin gastar mucho! 🏖️

Te dejamos este #TipHey para que vayas armando tu presupuesto.💰

#Vacaciones #Playa",2023-08-02 00:45:00,4880,50,CvbC6ufukVd
324,"¡Haz cada compra con estilo! 😎 Solicita ya tu Tarjeta Hey de Metal desde tu App Hey. 📲

.
#Hey #TarjetaDeMetal #TarjetaMetalica",2023-08-01 23:54:23,3490,157,Cva81o1tMv6
325,"¡Entérate de lo que te espera este mes con Hey!

✨Tarjetas Hey Colores. ¡Pide tu color favorito desde tu App Hey ya!
✨ Visita nuestra nueva Fan Shop en Monterrey 
✨ Estamos un paso más cerca de ser un banco independiente
✨Obtén hasta 25,000 Hey Coins con tu Boleto Dorado al invertir, ahorrar y transferir saldos 
✨Cambia tu nómina a Hey para tener la oportunidad de llevarte ¡1 año de tu sueldo! 
✨Abre una cuenta Hey Menores y consigue un iPad o lentes VR para tu hijo. 
✨¡Ya llegó la Ajolotarjeta! Pídela desde tu App Hey. 
✨Disfruta de transferencias rápidas con DiMo. 
✨¡No olvides pedir tu tarjeta de Colección Retro!

#mexico #finanzas #ahorro",2023-08-01 23:36:52,559,16,Cva7Aj8O083
326,"¿Sabías que todos tus gastos se clasifican en 4 tipos diferentes? 😲 ¡Conócelos y aprende a usar tu dinero de forma inteligente! 💸🤓

#HeyBanco #gastos #finanzas #EducaciónFinanciera",2023-07-31 23:02:01,768,42,CvYSAcQt7Pu
327,"¿No sabes cómo empezar a ahorrar? ¡Activa tu Ahorro Inmediato Hey y destina hasta el 5% de cada compra que realices con tu Tarjeta de Débito Hey a tus ahorros! 💸🤑

#Ahorro #Banco #Dinero",2023-07-31 20:17:06,447,13,CvX_WhNuuF9
328,"¡Hey! Hoy te queremos presentar al emprendedor Jairo González, dueño de @permanentejoyeria; le pedimos sus mejores consejos para emprender y esto fue lo que nos respondió.👀

Permanente Joyería tiene un concepto muy original: enlazar permanentemente momentos con tu persona favorita o especial. ❤️

📍Se encuentran ubicados en Calle Querétaro 229 Int. 104, Ciudad de México.

Y tú, ¿qué consejo le darías a alguien que quiere emprender?",2023-07-31 17:00:07,249,15,CvXn-MBNSy1
329,¡Aprovecha esta oportunidad única para adquirir lo que siempre has querido sin afectar tu bolsillo! 💸,2023-07-28 23:43:56,563,8,CvQootTP4Lt
330,"🏎️ Y el Auto Hey es para… 🥁 ¡Dani! 🥳 Desde Ciudad del Carmen, Campeche, Dani fue el afortunado acreedor de nuestro Auto Hey, que obtuvo por medio de nuestro Boleto Dorado. 🎫 ¡Gracias por ser parte de la Familia Hey! 🫶🏼

Y ustedes, ¿qué esperan para convertirse en Clientes Hey Pro y participar por nuestros increíbles incentivos? 🤩

#HeyBanco #AutoHey #ganador #BoletoDorado #banco",2023-07-28 22:15:09,2495,41,CvQeIxStrHL
331,"En Hey Banco tenemos tenemos el producto financiero para cada una de tus necesidades. 😎🏦

#HeyBanco #banco #TarjetaDeCredito #inversion #seguro",2023-07-28 00:00:46,325,11,CvOFep_N4fb
332,Descubre un mundo lleno de beneficios al utilizar tus Tarjetas Hey. 💳🌎,2023-07-27 23:56:05,288,15,CvOFO5SvRqc
333,"Descubre los diseños creados por nuestros ganadores de 'Diseña tu Tarjeta', que podrían convertirse en tu próxima Tarjeta Hey ✨💳

¡Pídelas en minutos desde tu app!",2023-07-26 22:32:59,1592,25,CvLW7TWP6JH
334,"Aspira a más convirtiéndote en el protagonista de tu propia historia. ⭐️🫶🏼

#HeyBanco #AspiraAMás #motivation #frase",2023-07-26 21:11:53,173,4,CvLNmuHMe7d
335,Desde hoy puedes recargar tiempo aire al instante desde tu App Hey 🤳 Desliza para conocer cómo.,2023-07-26 18:51:17,496,16,CvK9jlxubYq
336,"Te presentamos un mundo de oportunidades financieras a tu alcance. 🚀💰

Conoce nuestros productos diseñados para elevar tus metas.",2023-07-25 23:33:03,193,11,CvI5Acnuj_y
337,"Que uno de los momentos más importantes
en tu vida no te tome por sorpresa financieramente. 💒

¡Etiqueta a tu amig@ que está próximo a casarse! 💍

Conoce cuánto puede costar aproximadamente el organizar tu boda teniendo en cuenta estos 
5 básicos. ✋🏼

#TipHey Extra:
Una vez que cotices, divide tus pagos por una cantidad de tiempo para conocer cuánto puedes pagar al mes y así tener un plan de pagos apegado a tus ingresos.

#boda #pareja #dinero",2023-07-25 22:41:48,1121,61,CvIzJFLuyMt
338,"En Hey Banco, queremos ayudarte a aspirar a más. 🫶 Abre tu cuenta desde tu celular en minutos. 😎🤳

#HeyBanco #AspiraAMás #BancoDigital #México #finanzas #banco #EducaciónFinanciera",2023-07-25 21:48:49,207,3,CvIs6LDtz9y
339,"¡Cuéntanos qué personaje de FRIENDS refleja mejor tus hábitos de gasto! 💬 💸

#friends #mexico #finanzas",2023-07-24 23:38:13,931,53,CvGUzXruf_M
340,"Lecciones financieras o no financieras, ¡los perritos vienen a enseñarnos mucho! 

En este Día Mundial del Perro, recordemos que el cuidado responsable de nuestros perritos puede ser una gran inversión para su felicidad y su bienestar a largo plazo.

Cuéntanos, ¿qué lecciones has aprendido gracias a tu perro? 🐾❤️",2023-07-21 20:58:18,113,3,Cu-UHe3SzrM
341,"¡Verano + Hey Menores¹ = Diversión garantizada! ☀️📱🕶️ 

Abre su cuenta hoy en minutos desde tu App Hey para tener la oportunidad de llevarte increíbles incentivos ¡Descubre más ahora mismo!",2023-07-21 18:46:53,400,4,Cu-FE7zvvQJ
342,"¡Hey! Hoy es 21 de Julio, Día Mundial del Perrito. 🐶 Y el Equipo Hey quiere alegrar tu día presentandote algunos de sus perritos.✨",2023-07-21 16:51:33,749,10,Cu930qDrBGN
343,"¿Team Barbie u Oppenheimer? ¿Tarjeta chicle o grafito? 💕💥

¡Pide tu tarjeta favorita desde tu App Hey!

#Barbie #Oppenheimer #Mexico #BarbieTheMovie",2023-07-20 23:40:04,4699,96,Cu8B1cXOmak
344,"Definitivamente tenemos mucho que aprenderle a los niños. 😅🫶🏼 ¿Tus hijos ya tienen Cuenta Hey Menores? 👀

#HeyBanco #HeyMenores #entrevista #niños #recesstherapy #kids",2023-07-20 18:51:53,1792,14,Cu7gszyA2eH
345,"¡En busca de la Tarjeta Hey perfecta para tu estilo de vida! ¿Con cuál de todas estas te identificas más? ✨

📲 Pide la tuya desde tu App Hey",2023-07-20 17:00:28,733,21,Cu7UGn_OI8f
346,"Conoce por qué el Buró de Crédito juega un papel clave en tu salud financiera. 👀

¿Conoces tu score crediticio? ¡Cuéntanos en los comentarios si estás feliz con él! 🤔

#finanzas #dinero #burodecredito #historialcrediticio",2023-07-19 23:50:31,1804,9,Cu5ePKfOaJF
347,"¡El momento de convencer a todos tus amigos que se hagan Clientes Hey ha llegado! 😎 Participa en nuestro giveaway y llévate $20,000.* 🤑 Tienes hasta el 25 de julio para participar. 📅

*Incentivos en efectivo menos el 20% de ISR.

#ClientesHey #HeyBanco #giveaway #amigos #dinamica",2023-07-19 19:57:27,415,21,Cu5DRtruZtr
348,"🔥🔥Colección Retro🔥🔥
¿Comenta cuál es tu favorita?",2023-07-19 00:11:43,513,23,Cu27oWnOC37
349,"Irte de shooping + tu Tarjeta Hey = ¡la mejor combinación! 😎🛍️ Recibe 1 Token por cada $100 que gastas en cualquier establecimiento del centro comercial del Punto Hey y llévate increíbles incentivos. 🥳

#HeyBanco #PuntosHey #iPhone #banco #dinamica",2023-07-18 23:34:13,1580,33,Cu23f55u2RL
350,"¿Qué te parecería ver el atardecer en un globo aerostático? 🌄

¡Viaja a Cappadocia, Turquía! Y vive una de las mejores experiencias. 

Aquí te dejamos costos aproximados para que vayas activando tu Ahorro Hey. 🤑

#vacaciones #verano #finanzas #ahorro",2023-07-18 23:11:53,583,6,Cu21BQduQ9v
351,"Conoce los miles de puntos en el país en donde puedes retirar y depositar con tu Tarjeta Hey. 💸

Guarda este post para futuras ocasiones, que estamos seguros lo vas a necesitar. 🌟",2023-07-18 19:37:31,1149,28,Cu2cfPrP1vJ
352,"Le preguntamos a Andrés González, fundador de ANTEC Solutions y de Serene Psicología sus mejores consejos para emprender y esto fue lo que respondió ✨ 

Y tú, ¿qué consejo le darías a alguien que quiere empezar a emprender?",2023-07-18 00:26:47,290,19,Cu0YwC4ustp
353,"¿Listo para una semana exitosa? 💪💰
Descubre estos hábitos clave que te acercarán a tus metas.

¿Cuál es un hábito que te ha ayudado a alcanzar tus metas económicas? ¡Cuéntanos en los comentarios! 💬

#finanzaspersonales #motivacion",2023-07-17 21:32:59,1325,5,Cu0E6Cbumty
354,"Acompaña a Rodrigo en un día muy especial: ¡la inauguración de nuestra Fan Shop Hey en Monterrey! ✂️🌄

#HeyBanco #HeyFanShop #vlog #Monterrey #DayInMyLife",2023-07-17 19:26:53,1654,52,Cuz2TOILLH5
355,"Estamos muy orgullosos de comunicarles que hemos superado con éxito todos los requisitos y regulaciones necesarias para formar un nuevo banco.✨ 

Esta autorización representa un logro significativo tras varios meses de dedicación y compromiso por parte de todos los que conforman Hey Banco, sin embargo solo es el inicio de un gran cambio que seguimos construyendo.

Es importante darte a conocer que Hey Banco operará de forma independiente hasta finales del año 2024 y continuará siendo parte de Banregio Grupo Financiero. Durante este proceso y posteriormente seguirás disfrutando de los mismos servicios, beneficios y solidez que siempre has recibido en tus productos y servicios Hey.

¡Gracias por confiar en nosotros!",2023-07-17 15:17:24,4479,167,CuzZ7Ifuid_
356,"¡Así de fácil agregas tu Tarjeta Hey a tu Apple Wallet! 📲🤑 La gran solución para todos los olvidadizos de su cartera. 🫣

#HeyBanco #ApplePay #TarjetaDeCredito #finanzas #banco #iPhone #Apple",2023-07-14 22:41:21,377,20,CusdYxeMZsc
357,"Descubre por ti mismo la comodidad de administrar tus finanzas con Hey.

Comenta por qué amas a Hey👇🏻❤️",2023-07-14 19:50:09,164,3,CusKwNvPyW8
358,"En Hey Banco, buscamos que aspires a más, que rompas paradigmas y que cumplas tus sueños. ✨🫶🏼 Cuéntanos, para ti, ¿qué es aspirar a más? 🤔

#HeyBanco #AspiraAMás #banco #finanzas",2023-07-14 00:58:15,204,6,CuqI6MoO8nG
359,"Consigue tu Boleto Dorado y obtén Hey Coins 🪙💳

Al invertir, ahorrar y transferir saldos. ¡Multiplica tus ganancias!",2023-07-13 23:01:25,438,23,Cup72N2OsyF
360,"Jonathan nos comparte cómo logró graduarse de la Tarjeta de Crédito con Garantía*⭐️

Además, nos menciona sus consejos para que tú también puedas lograrlo.

¡Atrévete a unirte Hey y sé parte de esta increíble experiencia!",2023-07-13 17:56:22,115,5,CupYi_UMYO4
361,"¿Guardas tu dinero abajo del colchón todavía? ¡Empieza a organizar tus finanzas con los apartados de Ahorro Hey y aprovecha su rendimiento del 4%! 🤑

#Dinero #Ahorro #Finanzas",2023-07-13 00:11:32,505,17,CunfE7NOG1c
362,"👦🏼👦🏻 Recibimos a unos clientes muy especiales como nuestros primeros invitados en nuestra Fan Shop MTY. 🥹🫶🏼 ¿Ustedes ya la visitaron?

#HeyBanco #niños #FanShop #Monterrey #tienda",2023-07-12 20:30:06,2249,81,CunFsZcuKTs
363,"¡Prepárate para el Prime Day! 🎉💳
Aprovechas las ofertas más increíbles y paga de forma segura con tus Tarjetas Hey.",2023-07-12 19:42:17,1765,49,CunAQ5AvYQ9
364,"Recibe 1 año de tu sueldo cambiando tu nómina a Hey Banco 💰✨

La segunda semana del mes en curso se anuncia al acreedor a través de Instagram y por correo electrónico.

¿Qué esperas para cambiar tu nómina a Hey? 👀

#banco #nomina #finanzaspersonales",2023-07-11 22:34:09,1011,75,CukvI1OulMr
365,"¡La amistad se recompensa en Hey Coins! Entre más amigos invites, más Hey Coins recibes. 🚀💰",2023-07-11 18:00:21,163,7,CukPzWjug8V
366,"¡Karen quedó maravillada al ver los diseños de las Tarjetas Hey! Las de colores la enamoraron al instante. 💕 
¿Quién más se ha sorprendido con nuestras increíbles tarjetas? 

Coméntanos cuál es tu favorita.",2023-07-10 19:20:10,213,7,Cuhz-aUOY0z
367,"Visítanos en nuestra Fan Shop en Masaryk y vive una experiencia única, encuentra nuestra nueva merch y ve todos los nuevos diseños en tarjetas que tenemos ✨ 

📍Av. Pdte. Masaryk 25, Polanco, Miguel
Hidalgo, CDMX, 11580.",2023-07-10 18:26:37,441,8,Cuht6FruUZJ
368,"Descubre Hey Shop nuestra tienda oficial en línea, donde tu lealtad se transforma en recompensas. 🎁✨✨
¡No pierdas la oportunidad de utilizar tus Hey Coins y obtener productos fabulosos!",2023-07-07 23:08:09,298,10,Cuaf2U_uIyg
369,Obtén el crédito que necesitas y alcanza tus metas sin dificultades gracias a nuestra amplia gama de opciones de Créditos Hey. 🙌🏼,2023-07-07 22:27:56,777,13,CuabPvDOfXu
370,Elige tu cuenta ideal y súmale a tu dinero un mundo de beneficios que solo con Hey puedes obtener de forma fácil y rápida. 💰✨,2023-07-06 23:17:38,299,3,CuX8I1aO8qe
371,"¡Giveaway! Es hora del próximo #RetoHey 🌟

Convence a tu amigo de ser Cliente Hey y llévate $20,000 pesos.

¿Estás listo?

1. Síguenos en Instagram @heybanco
2. Sube un reels convenciendo a todos tus amigos de ser Clientes Hey.
3. Taggea a 5 amig@s y usa el hashtag #ClientesHey

Los 3 videos más creativos se llevarán $20,000* pesos cada uno.

Recuerda mantener tu cuenta pública para poder ver tu participación.
Y tener Cuenta Hey para ser acreedor de los $20,000 pesos.

Tienes hasta el martes 25 de julio para participar. Anunciaremos a los ganadores el miércoles 26 de julio.

*Incentivos en efectivo menos el 20% de ISR.",2023-07-06 19:55:10,204,8,CuXk976O3Vr
372,"People@Hey 🫂 Nuestro motor es nuestra gente y en Hey Banco buscamos impulsar a cada uno de nuestros colaboradores a que sigan aspirando a más. 🫶🏼✨

#HeyBanco #colaboradores #people #banco",2023-07-06 00:16:30,271,11,CuVdu7EMtkL
373,"Tu App Hey es la llave hacia un banco digital🔑💼 que no te pide ir a sucursales, ni a realizar trámites complicados.",2023-07-04 22:44:33,944,26,CuSuw2VuSIE
374,Simplifica tu vida financiera con un banco digital. Abre tu Cuenta Hey en segundos y disfruta de nuestros beneficios únicos desde la palma de tu mano 📱💳,2023-07-04 20:56:26,1525,121,CuSiUFVLySe
375,"¡La espera terminó! Denle la bienvenida a la Ajolotarjeta 🙌🏼

El diseño creado por Azahed Hernández representa nuestras raíces, tradiciones y cultura mexicana. 🇲🇽

¡Pide la tuya desde tu App Hey! 📲

.
#HeyBanco #Ajolotarjeta #tarjeta #ajolote #lanzamiento #banco",2023-07-04 17:11:14,5659,266,CuSInipOOJ4
376,"¡El lanzamiento del año llegó! 🤩 Denle la bienvenida a la ✨Ajolotarjeta.✨ El diseño creado por Azahed Hernández representa nuestras raíces, tradiciones y cultura mexicana. 🫶🇲🇽

Sabemos lo mucho que estaban esperando este diseño de tarjeta y nos emociona que por fin lo puedan tener en sus manos. ¡Ya disponible en la App Hey! 🙌📲

#HeyBanco #Ajolotarjeta #tarjeta #ajolote #lanzamiento #banco",2023-07-04 15:21:45,5833,257,CuR772LNuGq
377,"“Aspira a Más” es un llamado a la acción para crear una vida plena y satisfactoria, alcanzando nuestras metas e invirtiendo en un mejor futuro. Es una invitación a no conformarnos con lo que ya hemos logrado, sino a seguir creciendo y darnos cuenta que nuestras oportunidades no tienen límites. 

En Hey aspirar a más, es una decisión que se convierte en un nuevo estilo de vida, un compromiso de mejorar continuamente y una invitación a juntos cambiar la forma de crecer financieramente en México.",2023-07-03 22:21:27,171,0,CuQHLxIMTYE
378,"Es momento de aspirar a invertir en nuestro presente, aspirar a tener más tiempo para nosotros, aspirar a tomar decisiones inteligentes que no cuestan nada, pero sí valen nuestra libertad financiera. 

Aspira a más con Hey Banco.",2023-07-03 21:35:38,821,25,CuQBnrEMMsR
379,"¡Así se vivió Hey, Premier 2023 Edición Verano! ⚡️✌️

Compartimos los logros y emociones de lo que va del 2023, ¡y aún hay más por venir! 💥 Estamos listos para sorprenderte con nuevos anuncios, lanzamientos y sorpresas. 👀",2023-06-30 22:26:07,303,4,CuIZUD5LtQa
380,"Conoce a Karen, cliente Hey graduada de nuestra Tarjeta de Crédito con Garantía⭐️
Ella comparte cómo el proceso de obtener su primera Tarjeta de Crédito con Hey fue aún más rápido, a pesar de no tener historial crediticio, y lo fácil que ha sido para ella aumentar su crédito.

¡Comienza hoy a construir tu historial crediticio! Solicita tu Tarjeta de Crédito Con Garantía en tu App Hey.",2023-06-30 21:52:24,252,16,CuITL-UNWJn
381,"¡Abrimos las puertas de nuestra Fan Shop Monterrey! 🏔️

Nuestra  tienda física de Hey, ubicada en Plaza Fiesta San Agustín. Ven y disfruta de un espacio que te ofrece experiencias únicas con acceso a prendas y colecciones de edición limitada.",2023-06-30 21:14:40,631,19,CuIRTC9uJiF
382,"Hey Monterrey, ya llegó la fan shop de @heybanco, además encontrarás dinámicas y premios 🎁 ¡Visítalos!
#heybanco #plazafiestassnagustin",2023-06-29 23:19:49,113,7,CuF5zdrNn7c
383,"Hey Monterrey, los esperamos en la Plaza Fiesta San Agustín en nuestra nueva Hey Fan Shop MTY. 👀😎

#HeyBanco #HeyFanShop #Monterrey #FashionDrive #tienda",2023-06-29 22:58:37,1346,18,CuF4WRUs20w
384,"Organiza tus finanzas con el método 50/30/20. 🤑

🏠 50% para cubrir tus gastos básicos y obligaciones financieras.
🌴 30% para disfrutar de tus gustitos y actividades favoritas.
📈 20% para alcanzar tus metas financieras.

¿Utilizarías esta estrategia? ¡Cuéntanos en los comentarios! 💰

*Este método es una guía general y puede adaptarse a tus circunstancias y objetivos financieros personales. El objetivo es asignar una porción de tus ingresos a ahorros y evitar gastar más de lo que puedes permitirte.

#FinanzasPersonales #Dinero #Ahorro #HeyBanco",2023-06-29 19:46:19,1885,19,CuFiZAtul7B
385,Hey Monterrey! Ya estamos aquí 💕,2023-06-29 02:01:14,1508,44,CuDod32uFnZ
386,"¡Gracias a sus votos el #PerritoHey disfrutó del sol en Hawaii! 😎

Comenta a dónde quieres que vaya después.",2023-06-28 20:20:54,821,3,CuDBjcyOwQH
387,"Te compartimos algunos tips para aprovechar al máximo este verano cuidando tus ahorros 🌞⛱

Cuéntanos en los comentarios qué harás primero para hacer del calor tu aliado 👀

#verano #mexico #ahorro #vacaciones",2023-06-27 19:26:38,200,2,CuAWjGAOif9
388,"El pasado 23 de junio participamos en “Historias de orgullo: la fuerza de todes”, una campaña promovida por @trevorprojectmx que celebra el amor, la diversidad, las disidencias y todos los colores. 🏳️‍🌈

En @heybanco, estamos comprometidos con la diversidad e inclusión, y nos complace ser parte de este movimiento que genera un impacto en la sociedad.",2023-06-26 20:38:38,283,13,Ct956fPuC0I
389,"¡No podrás resistirte a los diseños de las Tarjetas Hey! Así reaccionó Jonathan Martínez, cliente Hey, cuando las vio en persona. 

Reacciona si viste a nuestro invitado sorpresa 💗",2023-06-26 18:07:38,384,34,Ct9oR2sLRV1
390,"La innovación y el aprendizaje son algunos de los principales motores para Víctor Martínez, impulsándolo a adaptarse a las últimas tendencias de la industria. 

Con 20 años de experiencia, menciona que su compromiso y capacidad para ayudar a los demás son sus principales impulsores. 💪🏼

¡Conoce más de su historia!",2023-06-23 22:13:06,162,1,Ct2WK4eIfUM
